volume,line,text
workset/mdp.39015033319032/mdp.39015033319032.txt,12,"['ATOMIC GHOST', 'POETS RESPOND TO THE NUCLEAR AGE', 'EDITED BY JOHN BRADLEY', 'Introduction by Terry Tempest Williams', 'COFFEE HOUSE PRESS :: MINNEAPOLIS "" MCMXCV', 'This anthology as a collection is copyrighted in 1995 ? by Coffee House Press.', 'All rights to the individual works continue to be held by the authors of each', 'work. Acknowledgments of the publishers and authors of the works pub-', 'lished in this book appear at the end of the book, following the text, and shall', 'constitute a continuation of this ackowledgments page.', 'Cover photograph number 91328, and interior photographs on pages 116,184,', '282, and 296 used by permission of Los Alamos National Laboratory. Thanks', 'to Carol Ahlgren for her photographic research. Thanks to Will Powers for', 'supplying us with ""Reactor"" type for the title on the cover of this book.', 'The publishers would like to thank the following funders for assistance', 'which helped make this book possible: Dayton Hudson Foundation on be-', ""half of Dayton's and Target Stores; General Mills Foundation; the Honeywell"", 'Foundation; the Jerome Foundation; the Lannan Foundation; The', 'McKnight Foundation; The Andrew W. Mellon Foundation; the National', 'Endowment for the Arts, a federal agency; The Beverly J. and John A.', 'Rollwagen Fund of The Minneapolis Foundation; The St. Paul Companies;', 'and Star Tribune/Cowles Media Foundation. This activity is made possible in', 'part by a grant provided by the Minnesota State Arts Board, through an ap-', 'propriation by the Minnesota State Legislature.', 'Coffee House Press books are available to the trade through our primary dis-']"
workset/mdp.39015034861321/mdp.39015034861321.txt,21,"['Ex UTERO', 'Laurie Foos', 'COFFEE HOUSE PRESS :: MINNEAPOLIS', '828', 'F 682 ex', 'Copyright ? 1995 by Laurie Foos', 'Cover art by Mary Lynn Blasutta', 'Photograph of the author by Kevin Vickers', 'Book design by Jensen & Wilcoxen Inc.', 'The publisher would like to thank the following funders for assistance that', 'helped make this book possible: The Jerome Foundation; The Lannan Foun-', 'dation; The Andrew W. Mellon Foundation; and The McKnight Founda-', 'tion. This activity is made possible in part by a grant provided by the Minne-', 'sota State Arts Board, through an appropriation by the Minnesota State Leg-', 'islature.', 'Coffee House Press books are available to the trade through our primary', 'distributor, Consortium Book Sales & Distribution, 1045 Westgate Drive,', 'Saint Paul, MN 55114. Our books are also available through all major library', 'distributors and jobbers, and through most small press distributors, including', 'Bookpeople, Inland, and Small Press Distribution. For personal orders, cata-', 'logs or other information, write to:', 'Coffee House Press', '27 North Fourth Street, Suite 400, Minneapolis, MN 55401', 'Library of Congress cip Data', 'Foos, Laurie, 1966-']"
workset/mdp.39015021863355/mdp.39015021863355.txt,8,"['', '', 'NEW POEMS BY ANDREI CODRESCU', '', 'COFFEE HOUSE PRESS : : MINNEAPOLIS : : 1991', 'Copyright ? 1991 by Andrei Codrescu.', 'Cover illustration by Francesco Clemente.', 'Back cover photo by David Rinehart.', 'The publisher thanks the following organizations whose support', 'helped make this book possible: The Bush Foundation; Minnesota', 'State Arts Board; National Endowment for the Arts, a federal', 'agency; Northwest Area Foundation; and Star Tribune/Cowles', 'Media Company.', 'Many of the poems in this edition appeared previously in literary', 'magazines and reviews. For a complete listing, see page 80.', 'Coffee House Press books are available to bookstores through our', 'primary distributor, Consortium Book Sales & Distribution, 287', 'East Sixth St., Suite 365, St. Paul, Minnesota 55101. Our books are', 'also available through all major library distributors, and through', 'most small press distributors, including Bookpeople, Bookslinger,', 'Inland, Pacific Pipeline, and Small Press Distribution.For personal', 'orders, catalogs, or other information, write to:', 'Coffee House Press', '27 North Fourth St., Suite 400, Minneapolis, Minnesota 55401', 'Codrescu. Andrei, 1946-']"
workset/mdp.39015021548972/mdp.39015021548972.txt,18,"['Greensboro Review; ?Visqueen Winter,? Green Mountains Review; ?The', 'Bucket of Mice,? Alaska Quarterly Review; ?Waiting for the Thaw,?', 'Ploughshares; ""Nature Lessons,? Sonora Review; ?Why I Live at the Natural', 'History Museum,? Other Voices; ?Snowblind? and ?Small Potatoes,? Pas-', 'sages North.', 'Text copyright ? 1991 by Nancy Lord.', 'Cover illustration by Joy Baleisis.', 'Back cover photo by Hal Spence.', 'The publisher thanks the following organizations whose support helped', 'make this book possible: Elmer L. and Eleanor J. Andersen Foundation;', 'The Bush Foundation; Dayton Hudson Foundation; Honeywell Foun-', 'dation; Jerome Foundation; Minnesota State Arts Board; Northwest', 'Area Foundation; Pentair, Inc.; and the National Endowment for the', 'Arts, a federal agency.', 'Coffee House Press books are distributed to the trade by Consortium Book', 'Sales and Distribution, 287 East Sixth Street, Suite 365, Saint Paul, Minne-', 'sota ss101. Our books are also available through all major library distribu-', 'tors and jobbers, and through most small press distributors, including', 'Bookpeople, Bookslinger, Pacific Pipeline, Inland, and Small Press Distri-', 'bution. For personal orders, catalogs or other information, write to:', 'COFFEE HOUSE PRESS', '27 North Fourth Street, Suite 400, Minneapolis, MN 55401.', 'Library of Congress Cataloging-in-Publication Data', 'Lord, Nancy.', 'Survival.: stories / by Nancy Lord.']"
workset/mdp.39015035021883/mdp.39015035021883.txt,12,"['ANGEL', 'STRINGS', 'A NOVEL BY GARY EBERLE', 'COFFEE HOUSE PRESS :: MINNEAPOLIS', 'eresan', 'Copyright ? 1995 by Gary Eberle', 'Cover art by Jim Dryden', 'Back cover photograph by Bultman Studios', 'Coffee House Press is a non-profit literary arts organization whose', 'operations are supported, in part, by a grant provided by the', 'Minnesota State Arts Board, through an appropriation by the', 'Minnesota State Legislature, and by a grant from the National', 'Endowment for the Arts. Additional support received this past', ""year has been provided by the Lila Wallace-Reader's Digest Fund,"", 'the McKnight Foundation, the Lannan Foundation, the Jerome', ""Foundation, Target Stores, Dayton's and Mervyn's by the Dayton"", 'Hudson Foundation, the General Mills Foundation, the St. Paul', 'Companies, the Honeywell Foundation, the Star Tribune/Cowles', 'Media Company, the Beverly J. and John A. Rollwagen Fund of', 'the Minneapolis Foundation, the Prudential Foundation, a major', 'grant from the Andrew W. Mellon Foundation, and through con-', 'tributions from generous individuals.', 'Coffee House Press books are available to the trade through our', 'primary distributor, Consortium Book Sales & Distribution, 1045', 'Westgate Drive, Saint Paul, MN 55114. For personal orders, catalogs']"
workset/mdp.39015032428420/mdp.39015032428420.txt,10,"['Losing Absalom', 'A NOVEL BY A L E XS D. P A T E', 'COFFEE HOUSE PRESS :: MINNEAPOLIS :: 1994', 'arad', '828', 'Copyright ? 1994 Alexs D. Pate', 'PL143Ln Cover art: Jacob Lawrence. Tombstones. 1942. gouache on paper. sight: 28 34 x 20 h', 'inches. Collection of Whitney Museum of American Art. Purchase 43.14.', 'Back cover photograph by suzanna maria gipsky', 'LUCILLE CLIFTON. ?song?, copyright ? 1987, by Lucille Clifton. Reprinted from', 'GOOD WOMAN: POEMS AND A MEMOIR, 1969-1980, by Lucille Clifton, with the permis-', 'sion of Boa Editions, Ltd., 92 Park Ave., Brockport, Ny 14420.', ""Excerpt from ?Times Are Gettin' Ill? (Rob Ginyard), reprinted with permission,"", '? 1988 Protoons, Inc./Hikim Music/ASCAP.', 'A portion of this book has appeared as a chapbook, Absalom Falls, published by the', 'Minnesota Center for Book Arts, 1993.', 'The publishers would like to thank the Star Tribune/Cowles Media Company', 'and The McKnight Foundation for major grants that helped make this book', 'possible. Additional assistance was also provided by the following funders: Day-', 'ton Hudson Foundation; The Lannan Foundation; and The Andrew W. Mellon', 'Foundation. This activity is made possible in part by a grant provided by the', 'Minnesota State Arts Board, through an appropriation by the Minnesota State', 'Legislature. Major new marketing initiatives have been made possible by the Lila', ""Wallace-Reader's Digest Literary Publishers Marketing Development Program,"", 'funded through a grant to the Council of Literary Magazines and Presses.']"
workset/mdp.39015032428420/mdp.39015032428420.txt,14,"['828', 'Copyright ? 1994 Alexs D. Pate', 'PL143Ln Cover art: Jacob Lawrence. Tombstones. 1942. gouache on paper. sight: 28 34 x 20 h', 'inches. Collection of Whitney Museum of American Art. Purchase 43.14.', 'Back cover photograph by suzanna maria gipsky', 'LUCILLE CLIFTON. ?song?, copyright ? 1987, by Lucille Clifton. Reprinted from', 'GOOD WOMAN: POEMS AND A MEMOIR, 1969-1980, by Lucille Clifton, with the permis-', 'sion of Boa Editions, Ltd., 92 Park Ave., Brockport, Ny 14420.', ""Excerpt from ?Times Are Gettin' Ill? (Rob Ginyard), reprinted with permission,"", '? 1988 Protoons, Inc./Hikim Music/ASCAP.', 'A portion of this book has appeared as a chapbook, Absalom Falls, published by the', 'Minnesota Center for Book Arts, 1993.', 'The publishers would like to thank the Star Tribune/Cowles Media Company', 'and The McKnight Foundation for major grants that helped make this book', 'possible. Additional assistance was also provided by the following funders: Day-', 'ton Hudson Foundation; The Lannan Foundation; and The Andrew W. Mellon', 'Foundation. This activity is made possible in part by a grant provided by the', 'Minnesota State Arts Board, through an appropriation by the Minnesota State', 'Legislature. Major new marketing initiatives have been made possible by the Lila', ""Wallace-Reader's Digest Literary Publishers Marketing Development Program,"", 'funded through a grant to the Council of Literary Magazines and Presses.', 'Coffee House Press books are available to the trade through our primary distrib-', 'utor, Consortium Book Sales & Distribution, 1045 Westgate Drive, Saint Paul, MN', '55114. Our books are also available through all major library distributors and', 'jobbers, and through most small press distributors, including Bookpeople, In-']"
workset/mdp.39015018860489/mdp.39015018860489.txt,16,"['and Peacetime', '-', 'COFFEE HOUSE PRESS ? MINNEAPOLIS ? 1990', '828', 'u 145 wn', 'Text copyright ? 1990 by Constance Urdang', 'Linoleum cut illustrations by Susan Nees', 'Back cover photo by Ida Robbins', 'The publisher thanks the following organizations whose support helped', 'make this book possible: The National Endowment for the Arts, a federal', 'agency; Dayton Hudson Foundation; Cowles Media/Star Tribune; Min-', 'nesota State Arts Board; Northwest Area Foundation, and United Arts.', 'Coffee House Press books are distributed to trade by Consortium Book', 'Sales and Distribution, 287 East Sixth Street, Suite 365, Saint Paul, Minnesota', '55101. Our books are also available through all major library distributors', 'and jobbers, and through most small press distributors, including Book-', 'people, Bookslinger, Inland, Pacific Pipeline, and Small Press Distribution.', 'For personal orders, catalogs or other information, write to:', 'COFFEE HOUSE PRESS', '27 North Fourth Street, Suite 400, Minneapolis, MN 55401.', 'Library of Congress Cataloging in Publication Data', 'Urdang, Constance.', 'Woman who read novels)', 'The woman who read novels : and, Peacetime : two novellas / by', 'Constance Urdang.']"
workset/uc1.b3966855/uc1.b3966855.txt,10,"['Losing Absalom', 'A NO VEL BY A LEXS D. P A TE', 'COFFEE HOUSE PRESS :: MINNEAPOLIS :: 1994', '5930108', 'MAIN', 'Copyright ? 1994 Alexs D. Pate', 'Cover art: Jacob Lawrence. Tombstones. 1942. gouache on paper. sight: 28 34 x 20 12', 'inches. Collection of Whitney Museum of American Art. Purchase 43.14.', 'Back cover photograph by suzanna maria gipsky', 'LUCILLE CLIFTON. ?song?, copyright ? 1987, by Lucille Clifton. Reprinted from', 'GOOD WOMAN: POEMS AND A MEMOIR, 1969-1980, by Lucille Clifton, with the permis-', 'sion of boa Editions, Ltd., 92 Park Ave., Brockport, NY 14420.', ""Excerpt from ?Times Are Gettin' Ill? (Rob Ginyard), reprinted with permission,"", '? 1988 Protoons, Inc./Hikim Music/ASCAP.', 'A portion of this book has appeared as a chapbook, Absalom Falls, published by the', 'Minnesota Center for Book Arts, 1993.', 'The publishers would like to thank the Star Tribune/Cowles Media Company', 'and The McKnight Foundation for major grants that helped make this book', 'possible. Additional assistance was also provided by the following funders: Day-', 'ton Hudson Foundation; The Lannan Foundation; and The Andrew W. Mellon', 'Foundation. This activity is made possible in part by a grant provided by the', 'Minnesota State Arts Board, through an appropriation by the Minnesota State', 'Legislature. Major new marketing initiatives have been made possible by the Lila', ""Wallace-Reader's Digest Literary Publishers Marketing Development Program,"", 'funded through a grant to the Council of Literary Magazines and Presses.']"
workset/uc1.b3966855/uc1.b3966855.txt,14,"['MAIN', 'Copyright ? 1994 Alexs D. Pate', 'Cover art: Jacob Lawrence. Tombstones. 1942. gouache on paper. sight: 28 34 x 20 12', 'inches. Collection of Whitney Museum of American Art. Purchase 43.14.', 'Back cover photograph by suzanna maria gipsky', 'LUCILLE CLIFTON. ?song?, copyright ? 1987, by Lucille Clifton. Reprinted from', 'GOOD WOMAN: POEMS AND A MEMOIR, 1969-1980, by Lucille Clifton, with the permis-', 'sion of boa Editions, Ltd., 92 Park Ave., Brockport, NY 14420.', ""Excerpt from ?Times Are Gettin' Ill? (Rob Ginyard), reprinted with permission,"", '? 1988 Protoons, Inc./Hikim Music/ASCAP.', 'A portion of this book has appeared as a chapbook, Absalom Falls, published by the', 'Minnesota Center for Book Arts, 1993.', 'The publishers would like to thank the Star Tribune/Cowles Media Company', 'and The McKnight Foundation for major grants that helped make this book', 'possible. Additional assistance was also provided by the following funders: Day-', 'ton Hudson Foundation; The Lannan Foundation; and The Andrew W. Mellon', 'Foundation. This activity is made possible in part by a grant provided by the', 'Minnesota State Arts Board, through an appropriation by the Minnesota State', 'Legislature. Major new marketing initiatives have been made possible by the Lila', ""Wallace-Reader's Digest Literary Publishers Marketing Development Program,"", 'funded through a grant to the Council of Literary Magazines and Presses.', 'Coffee House Press books are available to the trade through our primary distrib-', 'utor, Consortium Book Sales & Distribution, 1045 Westgate Drive, Saint Paul, MN', '55114. Our books are also available through all major library distributors and', 'jobbers, and through most small press distributors, including Bookpeople, In-']"
workset/mdp.39015029935999/mdp.39015029935999.txt,20,"['COLLISIONS AND', 'TRANSFORMATIONS', 'NEW AND SELECTED POEMS 1975-1991', 'COFFEE HOUSE PRESS :: MINNEAPOLIS :: 1992', '828', 'n Copyright ? 1992 by Leslie Simon.', 'Cover photograph by Lukas Felzmann.', 'Back cover photograph by Don Schaan.', 'Some of these poems have appeared in Practising Angels, City Lights', 'Review, The Berkeley Poetry Review, Heresies, Erotic by Nature, Left Curve,', 'Oro Madre, Haight Ashbury Literary Journal, Synapse, and Xylophone. The', 'title poem ""Collisions and Transformations"" was inspired by a residency', 'at the Djerassi Foundation in Woodside, California. JAZZ/ is for white', 'girls, too was published by Poetry for the People/Free Spirit Press (San', ""Francisco/Oakland) in 1977. Artaud's Elbow (Berkeley) published i risel"", 'you riz/ we born in 1981. Other work by Leslie Simon: High Desire (Wing-', 'bow Press, 1983).', 'Thanks go to Jerome Foundation; Minnesota State Arts Board; the', 'National Endowment for the Arts, a federal agency; and Northwest', 'Area Foundation for support of this project.', 'Coffee House Press books are available to bookstores through our pri-', 'mary distributor, Consortium Book Sales & Distribution, 287 East Sixth', 'Street, Suite 365, Saint Paul, Minnesota 55101. Our books are also avail-', 'able through all major library distributors and jobbers, and through most', 'small press distributors, including Bookpeople, Bookslinger, Inland,']"
workset/mdp.39015024943048/mdp.39015024943048.txt,14,"['', 'RED BEANS', 'POEMS BY VICTOR HERN?NDEZ CRUZ', 'COFFEE HOUSE PRESS :: MINNEAPOLIS :: 1991', '828', 'Text copyright ? 1991 by Victor Hern?ndez Cruz.', 'Cover illustration by Ann Chamberlain.', 'Back cover photo by Rose Berryessa.', 'Some of the poetry and prose works previously appeared in Hambone, Image', 'Magazine, Intent, Ink, Las Americas Review, Mango Magazine, and Rolling Stock.', '?Don Arturo: A Story of Migration? first appeared in By Lingual Wholes,', ""published by Momo's Press, copyright ? 1982 by Victor Hernandez Cruz."", 'Reprinted with permission of the publisher.', 'This project is supported by The Bush Foundation; Dayton Hudson Foun-', 'dation; Honeywell Foundation; Minnesota State Arts Board; National En-', 'dowment for the Arts, a federal agency; Northwest Area Foundation; Star', 'Tribune/ Cowles Media Company; and James R. Thorpe Foundation.', 'Coffee House Press books are available to bookstores through our primary', 'distributor, Consortium Book Sales and Distribution, 287 East Sixth St., Suite', '365, St. Paul, Minnesota 55101. Our books are also available through all major', 'library distributors and jobbers, and through most small press distributors,', 'including Bookpeople, Bookslinger, Inland, Pacific Pipeline, and Small Press', 'Distribution. For personal orders, catalogs, or other information, write to:', 'COFFEE HOUSE PRESS', '27 No. Fourth St., Suite 400, Minneapolis, Minnesota 55401']"
